324	PF00005;PF00528;PF12911;PF08352	TIGR01727	
325	PF03135;PF05101	TIGR00929	
326	PF00005;PF00528;PF12911;PF08352	TIGR01727	
327	PF00005;PF00528;PF08402		
328	PF00528;PF09084	TIGR01728	
329	PF00005;PF08352	TIGR01727	
330	PF00005;PF09084	TIGR01728	
331	PF00528;PF01547	TIGR01254;TIGR01276;TIGR01253	
332	PF00528;PF12911		
333	PF00005;PF00528;PF12911;PF08352	TIGR01727	
334	PF00005;PF08352	TIGR01727	
335	PF00005;PF00528;PF08402		
336	PF00528		COG1175;COG1653
337	PF00528;PF12911		COG0601;COG1173
338	PF00528		COG1175;COG0395
339	PF00496;PF00528		COG0601;COG0747
340	PF00005	TIGR02769;TIGR02770	COG1124;COG0444
341	PF00528;PF09084	TIGR01728	COG0600;COG0715
342	PF03743;PF00437	TIGR02788	COG0630;COG2948
343	PF00005;PF00528		COG1116;COG0600
344	PF03135;PF07996	TIGR02791;TIGR00929	COG3451
345	PF00528	TIGR01276;TIGR01254;TIGR01253	COG4143;COG1178
346	PF00005;PF00528	TIGR01277;TIGR01253	COG3840;COG1178
347	PF00005;PF00528;PF12911;PF08352	TIGR01727	COG0444;COG1173
348	PF03743;PF03524	TIGR02781	COG3504;COG2948
349	PF08352;PF00005	TIGR01727	COG4608;COG0444
350	PF03135;PF05101	TIGR00929	COG3451;COG3702
351	PF03524;PF04335	TIGR02781	COG3504;COG3736
352	PF00496;PF00528		COG0601;COG0747
353	PF08352;PF00005	TIGR01727	COG4608;COG0444
354	PF00005;PF09084	TIGR01728	COG1116;COG0715
355	PF00005;PF00528;PF08352	TIGR01727	
356	PF00005;PF00528;PF08402		
357	PF00005;PF08352	TIGR01727	
358	PF07996;PF03135	TIGR02791;TIGR00929	
359	PF00005;PF00528;PF12911;PF08352	TIGR01727	
360	PF00005;PF00528	TIGR01277;TIGR01253	
361	PF00005;PF00528;PF08402		
362	PF03135;PF05101	TIGR00929	
363	PF00005;PF00528;PF12911;PF08352	TIGR01727	
364	PF00528;PF12911		
365	PF00528;PF09084	TIGR01728	
366	PF00005	TIGR02769;TIGR02770	
367	PF00005;PF08352	TIGR01727	
368	PF00528		
369	PF00496;PF00528		
370	PF00005;PF00528;PF12911;PF08352	TIGR01727	
371	PF00528;PF01547	TIGR01254;TIGR01276;TIGR01253	
372	PF00005;PF00528		
373	PF00528;PF01547		
374	PF00005;PF09084	TIGR01728	
375	PF00496;PF00528		
376	PF00005;PF00528;PF12911;PF08352	TIGR01727	
377	PF00005;PF08352	TIGR01727	
378	PF00528;PF12911		
379	PF00005;PF00528		
380	PF00496;PF00528		
381	PF03135;PF05101	TIGR00929	
382	PF00528	TIGR01254;TIGR01276;TIGR01253	
383	PF00528;PF12911		
384	PF00005	TIGR02769;TIGR02770	
385	PF00005;PF00528;PF12911;PF08352	TIGR01727	
386	PF00005;PF00528;PF08402		
387	PF07996;PF03135	TIGR02791;TIGR00929	
388	PF00528		
389	PF00528;PF01547		
390	PF00005;PF00528;PF12911;PF08352	TIGR01727	
391	PF00496;PF00528		
392	PF00005;PF00528;PF08402		
393	PF00528;PF12911		
394	PF00005;PF08352	TIGR01727	
395	PF00005;PF09084	TIGR01728	
396	PF16576;PF00873	TIGR00915;TIGR01730	
397	PF00005;PF00528	TIGR01277;TIGR01253	
398	PF00528;PF09084	TIGR01728	
399	PF00005;PF00528;PF08352	TIGR01727	
400	PF16576;PF00873	TIGR00915;TIGR01730	
401	PF02508;PF04205	TIGR01947;TIGR01948	COG4660;COG4659
402	PF02378;PF01026;PF00367	TIGR02002;TIGR00010;TIGR00826	COG1264;COG1263;COG0084
403	PF03116;PF04205	TIGR01947;TIGR01946	COG4659;COG4658
404	PF00005;PF00664		COG1132
405	PF03116;PF02508	TIGR01948;TIGR01946	COG4660;COG4658
406	PF02108;PF00006	TIGR01026	COG1157;COG1317
407	PF13375;PF01512;PF03116;PF13237	TIGR01945;TIGR01946	COG4656;COG4658
408	PF01514;PF02108;PF08345	TIGR00206	COG1766;COG1317
