	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
588	mg	-0.0	1	order	121015	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
589	mg	-0.0	1	order	121022	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
590	mg	-0.0	1	order	121028	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
591	mg	-0.0	1	order	121105	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
592	mg	-0.0	1	order	121128	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
593	mg	-0.0	1	order	121220	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
425	mt	2.48387598981307	9	order	120516	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
426	mt	2.396024287877522	13	order	120613	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
427	mt	2.849278291713121	12	order	120712	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
428	mt	2.5562872609892944	10	order	120813	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
429	mt	2.562615839768793	13	order	120927	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
430	mt	2.4794999937763578	14	order	121024	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
431	mt	2.578157154661116	15	order	121220	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
432	mt	2.4893919368126936	15	order	130123	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
433	mt	2.677923017915352	13	order	130226	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
434	mt	2.6614981456374154	14	order	130403	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
435	mt	2.698956967221289	10	order	130416	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
436	mt	2.6864089750715965	10	order	130422	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
437	mt	2.4930625819426675	8	order	130507	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
438	mt	2.5735084865731803	8	order	130605	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
439	mt	2.611199373420138	12	order	130705	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
440	mt	2.717971587323783	12	order	130815	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
441	mt	2.1650269353671643	7	order	130905	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
442	mt	2.1231118576131687	8	order	131003	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
443	mt	2.3582689235978718	8	order	140408	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
444	mt	1.6287502553675717	4	order	140506	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
445	mt	2.5756978959531103	9	order	140604	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
446	mt	2.351036469169304	9	order	140709	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
447	mt	2.3749353099273867	10	order	140820	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
448	mt	2.693495954176923	11	order	140916	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
449	mt	2.274476807696876	10	order	141013	all	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
425	mt	2.48387598981307	9	order	120516	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
426	mt	2.396024287877522	13	order	120613	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
427	mt	2.849278291713121	12	order	120712	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
428	mt	2.5562872609892944	10	order	120813	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
429	mt	2.439968687341874	12	order	120927	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
430	mt	2.3529180531375253	13	order	121024	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
431	mt	2.578157154661116	15	order	121220	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
432	mt	2.4893919368126936	15	order	130123	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
433	mt	2.677923017915352	13	order	130226	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
434	mt	2.6614981456374154	14	order	130403	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
435	mt	2.698956967221289	10	order	130416	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
436	mt	2.6864089750715965	10	order	130422	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
437	mt	2.4930625819426675	8	order	130507	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
438	mt	2.5735084865731803	8	order	130605	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
439	mt	2.611199373420138	12	order	130705	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
440	mt	2.697969763009668	11	order	130815	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
441	mt	2.1650269353671643	7	order	130905	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
442	mt	2.1231118576131687	8	order	131003	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
443	mt	2.3582689235978718	8	order	140408	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
444	mt	1.6287502553675717	4	order	140506	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
445	mt	2.5756978959531103	9	order	140604	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
446	mt	2.351036469169304	9	order	140709	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
447	mt	2.3749353099273867	10	order	140820	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
448	mt	2.599499219782469	9	order	140916	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
449	mt	2.2206462621938425	9	order	141013	Bacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
425	mt	-1	0	order	120516	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
426	mt	-1	0	order	120613	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
427	mt	-1	0	order	120712	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
428	mt	-1	0	order	120813	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
429	mt	-1	0	order	120927	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
430	mt	-1	0	order	121024	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
431	mt	-1	0	order	121220	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
432	mt	-1	0	order	130123	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
433	mt	-1	0	order	130226	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
434	mt	-1	0	order	130403	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
435	mt	-1	0	order	130416	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
436	mt	-1	0	order	130422	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
437	mt	-1	0	order	130507	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
438	mt	-1	0	order	130605	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
439	mt	-1	0	order	130705	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
440	mt	-1	0	order	130815	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
441	mt	-1	0	order	130905	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
442	mt	-1	0	order	131003	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
443	mt	-1	0	order	140408	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
444	mt	-1	0	order	140506	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
445	mt	-1	0	order	140604	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
446	mt	-1	0	order	140709	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
447	mt	-1	0	order	140820	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
448	mt	-1	0	order	140916	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
449	mt	-1	0	order	141013	Eukaryota	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
425	mt	-1.0	0	order	120516	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
426	mt	-1.0	0	order	120613	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
427	mt	-1.0	0	order	120712	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
428	mt	-1.0	0	order	120813	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
429	mt	-0.0	1	order	120927	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
430	mt	-0.0	1	order	121024	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
431	mt	-1.0	0	order	121220	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
432	mt	-1.0	0	order	130123	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
433	mt	-1.0	0	order	130226	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
434	mt	-1.0	0	order	130403	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
435	mt	-1.0	0	order	130416	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
436	mt	-1.0	0	order	130422	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
437	mt	-1.0	0	order	130507	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
438	mt	-1.0	0	order	130605	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
439	mt	-1.0	0	order	130705	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
440	mt	-0.0	1	order	130815	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
441	mt	-1.0	0	order	130905	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
442	mt	-1.0	0	order	131003	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
443	mt	-1.0	0	order	140408	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
444	mt	-1.0	0	order	140506	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
445	mt	-1.0	0	order	140604	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
446	mt	-1.0	0	order	140709	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
447	mt	-1.0	0	order	140820	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
448	mt	-0.0	1	order	140916	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
449	mt	-0.0	1	order	141013	Cyanobacteria	T388	carbohydrate	2a	TRAP_fused: TRAP transporter	CARB
594	mg	3.5226354342078268	25	order	120314	all	T109	Other	3a	TIGR00056: ABC transport	OT
595	mg	3.3800484883430557	22	order	120322	all	T109	Other	3a	TIGR00056: ABC transport	OT
596	mg	3.2869722792246936	20	order	120328	all	T109	Other	3a	TIGR00056: ABC transport	OT
597	mg	3.198443052472009	16	order	120403	all	T109	Other	3a	TIGR00056: ABC transport	OT
598	mg	2.5154571690443763	10	order	120416	all	T109	Other	3a	TIGR00056: ABC transport	OT
599	mg	3.104328960150084	18	order	120419	all	T109	Other	3a	TIGR00056: ABC transport	OT
600	mg	2.383598884813599	6	order	120423	all	T109	Other	3a	TIGR00056: ABC transport	OT
601	mg	2.661742977481025	8	order	120516	all	T109	Other	3a	TIGR00056: ABC transport	OT
602	mg	3.1602291232790702	20	order	120531	all	T109	Other	3a	TIGR00056: ABC transport	OT
603	mg	2.3447231977568515	9	order	120604	all	T109	Other	3a	TIGR00056: ABC transport	OT
604	mg	3.4162778673486662	17	order	120613	all	T109	Other	3a	TIGR00056: ABC transport	OT
605	mg	3.4807031090909346	22	order	120619	all	T109	Other	3a	TIGR00056: ABC transport	OT
606	mg	3.497541292715904	14	order	120628	all	T109	Other	3a	TIGR00056: ABC transport	OT
607	mg	2.851723077270944	15	order	120705	all	T109	Other	3a	TIGR00056: ABC transport	OT
608	mg	3.2697179562966667	14	order	120709	all	T109	Other	3a	TIGR00056: ABC transport	OT
609	mg	3.1024331431744057	11	order	120717	all	T109	Other	3a	TIGR00056: ABC transport	OT
610	mg	3.611641689193896	23	order	120802	all	T109	Other	3a	TIGR00056: ABC transport	OT
611	mg	3.1730208194370175	16	order	120806	all	T109	Other	3a	TIGR00056: ABC transport	OT
612	mg	3.6553568321423677	26	order	120813	all	T109	Other	3a	TIGR00056: ABC transport	OT
613	mg	3.759251999146599	24	order	120820	all	T109	Other	3a	TIGR00056: ABC transport	OT
614	mg	3.6452195127518388	25	order	120823	all	T109	Other	3a	TIGR00056: ABC transport	OT
615	mg	3.181868552402467	13	order	120828	all	T109	Other	3a	TIGR00056: ABC transport	OT
616	mg	3.039527816881707	11	order	120903	all	T109	Other	3a	TIGR00056: ABC transport	OT
617	mg	3.457069060593137	25	order	120920	all	T109	Other	3a	TIGR00056: ABC transport	OT
618	mg	3.810022911391555	29	order	120924	all	T109	Other	3a	TIGR00056: ABC transport	OT
619	mg	3.5285461998524106	22	order	121001	all	T109	Other	3a	TIGR00056: ABC transport	OT
620	mg	3.376280251132237	16	order	121004	all	T109	Other	3a	TIGR00056: ABC transport	OT
621	mg	3.29841430560139	23	order	121015	all	T109	Other	3a	TIGR00056: ABC transport	OT
622	mg	3.383507651914795	20	order	121022	all	T109	Other	3a	TIGR00056: ABC transport	OT
623	mg	3.8652149090756027	22	order	121028	all	T109	Other	3a	TIGR00056: ABC transport	OT
624	mg	3.4979625378447565	22	order	121105	all	T109	Other	3a	TIGR00056: ABC transport	OT
625	mg	3.437999093227673	25	order	121128	all	T109	Other	3a	TIGR00056: ABC transport	OT
626	mg	3.32180049821355	34	order	121220	all	T109	Other	3a	TIGR00056: ABC transport	OT
594	mg	3.2644069731328114	20	order	120314	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
595	mg	3.3105823249964863	18	order	120322	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
596	mg	3.458117269787121	17	order	120328	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
597	mg	3.203417238216111	14	order	120403	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
598	mg	2.3014560942282327	9	order	120416	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
599	mg	2.8522715091356288	14	order	120419	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
600	mg	1.319576471506168	3	order	120423	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
601	mg	2.2792650943803725	6	order	120516	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
602	mg	2.5632243616061934	14	order	120531	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
603	mg	2.5698836316450113	7	order	120604	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
604	mg	2.904699182544731	12	order	120613	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
605	mg	3.0374664565609657	17	order	120619	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
606	mg	2.983421451441804	10	order	120628	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
607	mg	2.3450678351108567	10	order	120705	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
608	mg	3.0730510332110392	12	order	120709	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
609	mg	2.9091934355902573	9	order	120717	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
610	mg	3.312473269375097	17	order	120802	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
611	mg	2.7435313252966305	11	order	120806	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
612	mg	3.276955768379015	19	order	120813	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
613	mg	3.2843711448940054	17	order	120820	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
614	mg	3.2331748496139294	19	order	120823	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
615	mg	2.93299068134036	11	order	120828	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
616	mg	2.8605314737678147	10	order	120903	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
617	mg	3.0090302796206974	20	order	120920	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
618	mg	3.3966348217887674	23	order	120924	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
619	mg	3.2023925447737622	17	order	121001	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
620	mg	3.027379826005804	12	order	121004	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
621	mg	2.901380259712352	16	order	121015	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
622	mg	3.082240185174987	15	order	121022	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
623	mg	3.41279050529055	16	order	121028	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
624	mg	3.1459500980708577	18	order	121105	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
625	mg	3.0869630636817704	20	order	121128	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
626	mg	3.207819829927146	29	order	121220	Bacteria	T109	Other	3a	TIGR00056: ABC transport	OT
594	mg	0.6871247128093225	3	order	120314	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
595	mg	0.11383005686010245	2	order	120322	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
596	mg	0.4798913081399169	3	order	120328	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
597	mg	0.6480744688554957	2	order	120403	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
598	mg	-0.0	1	order	120416	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
599	mg	0.39865113187122336	3	order	120419	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
600	mg	0.9123801863468548	2	order	120423	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
601	mg	-0.0	1	order	120516	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
602	mg	0.45370491256621875	3	order	120531	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
603	mg	0.35487443329684243	2	order	120604	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
604	mg	0.6722512332365973	2	order	120613	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
605	mg	0.44212611001906776	2	order	120619	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
606	mg	0.8741785302902857	2	order	120628	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
607	mg	1.328227750085789	3	order	120705	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
608	mg	-0.0	1	order	120709	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
609	mg	-1	0	order	120717	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
610	mg	0.7208544132209672	2	order	120802	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
611	mg	0.9994299054256565	2	order	120806	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
612	mg	1.0279901920109813	3	order	120813	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
613	mg	0.8513358574513522	2	order	120820	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
614	mg	1.449776956412776	3	order	120823	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
615	mg	0.6040201100602025	2	order	120828	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
616	mg	-0.0	1	order	120903	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
617	mg	0.9965115503458671	2	order	120920	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
618	mg	0.9831431595771819	3	order	120924	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
619	mg	1.11853121914264	3	order	121001	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
620	mg	0.9127400836166449	2	order	121004	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
621	mg	1.2343258862990028	3	order	121015	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
622	mg	1.1323659991562864	3	order	121022	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
623	mg	0.9973345461121028	2	order	121028	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
624	mg	0.9864381957326734	2	order	121105	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
625	mg	1.7857625632693719	4	order	121128	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
626	mg	1.3761405854355755	3	order	121220	Eukaryota	T109	Other	3a	TIGR00056: ABC transport	OT
594	mg	0.9999971030316994	2	order	120314	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
595	mg	0.9999971030317031	2	order	120322	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
596	mg	-1.0	0	order	120328	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
597	mg	-1.0	0	order	120403	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
598	mg	-1.0	0	order	120416	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
599	mg	-0.0	1	order	120419	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
600	mg	-0.0	1	order	120423	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
601	mg	-0.0	1	order	120516	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
602	mg	1.5762078813125995	3	order	120531	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
603	mg	-1.0	0	order	120604	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
604	mg	1.3701933583790138	3	order	120613	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
605	mg	0.924590607569394	3	order	120619	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
606	mg	0.8527379643045787	2	order	120628	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
607	mg	0.9393733657547132	2	order	120705	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
608	mg	-0.0	1	order	120709	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
609	mg	0.9995637743808697	2	order	120717	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
610	mg	1.8112418044676792	4	order	120802	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
611	mg	1.387091991551511	3	order	120806	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
612	mg	1.5247004091617675	4	order	120813	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
613	mg	2.106532112346455	5	order	120820	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
614	mg	1.0104844841126326	3	order	120823	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
615	mg	-1.0	0	order	120828	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
616	mg	-1.0	0	order	120903	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
617	mg	1.034220555030866	3	order	120920	Cyanobacteria	T109	Other	3a	TIGR00056: ABC transport	OT
